Hugo_Symbol,ensembl_gene_id,start_position,end_position,strand,transcript_count,percentage_gene_gc_content,gene_biotype
EIF3J-DT,ENSG00000179523,44527257,44536923,-1,5,44.04,lincRNA
EIF3K,"ENSG00000178982, ENSG00000282986",38619082,38636955,1,14,50.37,protein_coding
EIF3KP1,ENSG00000175749,103032376,103033031,1,1,52.13,processed_pseudogene
EIF3KP2,ENSG00000233544,24555834,24556459,1,1,48.56,processed_pseudogene
EIF3KP3,ENSG00000250442,116043407,116044045,-1,1,49.45,processed_pseudogene
EIF3L,ENSG00000100129,37848868,37889407,1,14,46,protein_coding
EIF3LP1,ENSG00000258501,81916231,81917888,1,1,46.92,processed_pseudogene
EIF3LP2,ENSG00000233837,42566677,42567483,1,1,49.69,processed_pseudogene
EIF3LP3,ENSG00000226086,38080056,38080877,-1,1,48.78,processed_pseudogene
EIF3M,ENSG00000149100,32583798,32606262,1,13,37.78,protein_coding
EIF4A1,ENSG00000161960,7572706,7579005,1,37,52.92,protein_coding
EIF4A1P1,ENSG00000233300,27367014,27367947,-1,1,46.9,processed_pseudogene
EIF4A1P10,ENSG00000229132,92113246,92114461,-1,1,48.93,processed_pseudogene
EIF4A1P11,ENSG00000231564,179201705,179201926,1,1,43.69,processed_pseudogene
EIF4A1P12,ENSG00000257662,28593779,28593919,1,1,48.94,processed_pseudogene
EIF4A1P13,ENSG00000225701,88448788,88449017,-1,1,45.65,processed_pseudogene
EIF4A1P2,ENSG00000235001,5337745,5338964,-1,1,48.28,processed_pseudogene
EIF4A1P3,ENSG00000231018,131782570,131782813,-1,1,44.67,processed_pseudogene
EIF4A1P4,ENSG00000257790,53153272,53154484,1,1,49.13,processed_pseudogene
EIF4A1P5,ENSG00000226161,36938400,36939494,-1,1,47.85,processed_pseudogene
EIF4A1P6,ENSG00000236608,60636888,60638097,-1,1,47.44,processed_pseudogene
EIF4A1P7,ENSG00000235472,28598833,28600052,1,1,47.79,processed_pseudogene
EIF4A1P8,ENSG00000213484,92136875,92138370,1,1,47.66,processed_pseudogene
EIF4A1P9,ENSG00000262953,2586330,2587866,-1,1,49.45,processed_pseudogene
EIF4A2,ENSG00000156976,186783205,186789900,1,27,41.94,protein_coding
EIF4A2P1,ENSG00000267336,12912844,12913906,1,1,41.2,processed_pseudogene
EIF4A2P2,ENSG00000227382,73199826,73201225,1,1,43.14,processed_pseudogene
EIF4A2P3,ENSG00000254589,58242043,58243097,-1,1,37.82,processed_pseudogene
EIF4A2P4,ENSG00000224781,52832704,52833899,-1,1,41.64,processed_pseudogene
EIF4A2P5,ENSG00000255490,32085111,32085712,1,1,43.36,processed_pseudogene
EIF4A3,ENSG00000141543,80135214,80147183,-1,10,46.23,protein_coding
EIF4A3P1,ENSG00000266181,24522273,24522919,-1,1,45.9,processed_pseudogene
EIF4B,ENSG00000063046,53006158,53042209,1,14,42.8,protein_coding
EIF4BP1,ENSG00000259019,44077534,44077884,-1,1,46.15,transcribed_processed_pseudogene
EIF4BP2,ENSG00000228753,21028999,21030792,1,1,49.16,processed_pseudogene
EIF4BP3,ENSG00000224546,96146007,96147856,1,1,49.68,processed_pseudogene
EIF4BP4,ENSG00000229572,42340588,42342367,1,1,46.24,processed_pseudogene
EIF4BP5,ENSG00000261336,47565090,47566884,-1,1,46.69,processed_pseudogene
EIF4BP6,ENSG00000197258,104667749,104669576,1,1,49.73,processed_pseudogene
EIF4BP7,ENSG00000225031,111619677,111621489,-1,1,49.53,processed_pseudogene
EIF4BP8,ENSG00000243918,122660613,122662438,1,1,49.01,processed_pseudogene
EIF4BP9,ENSG00000237294,66074835,66076347,-1,1,48.38,processed_pseudogene
EIF4E,ENSG00000151247,98871684,98930637,-1,11,39.19,protein_coding
EIF4E1B,ENSG00000175766,176630618,176646641,1,9,52.35,protein_coding
EIF4E2,ENSG00000135930,232550052,232583644,1,14,44.37,protein_coding
EIF4E2P1,ENSG00000213384,20659710,20659964,1,1,44.31,processed_pseudogene
EIF4E2P2,ENSG00000244157,115279125,115279860,1,1,45.65,processed_pseudogene
EIF4E3,ENSG00000163412,71675416,71754773,-1,10,41.79,protein_coding
EIF4EBP1,ENSG00000187840,38030341,38060365,1,2,49.34,protein_coding
EIF4EBP1P1,ENSG00000258870,21419620,21419960,1,1,57.48,processed_pseudogene
EIF4EBP2,ENSG00000148730,70404379,70428618,1,1,43.66,protein_coding
EIF4EBP2P1,ENSG00000233711,43423196,43423538,-1,1,51.31,processed_pseudogene
EIF4EBP2P2,ENSG00000260282,42581156,42581488,-1,1,54.95,processed_pseudogene
EIF4EBP2P3,ENSG00000220505,98179499,98179832,-1,1,50.6,processed_pseudogene
EIF4EBP3,ENSG00000243056,140547666,140549578,1,1,55.78,protein_coding
EIF4ENIF1,ENSG00000184708,31436977,31496108,-1,13,44.22,protein_coding
EIF4EP1,ENSG00000233578,5548840,5549481,1,1,40.03,processed_pseudogene
EIF4EP2,ENSG00000229944,49424269,49424922,-1,1,42.2,processed_pseudogene
EIF4EP3,ENSG00000244199,182460417,182461072,-1,1,40.4,processed_pseudogene
EIF4EP4,ENSG00000232968,81463036,81463613,-1,1,35.99,processed_pseudogene
EIF4EP5,ENSG00000214366,14309033,14309672,1,1,42.81,processed_pseudogene
EIF4G1,ENSG00000114867,184314495,184335358,1,38,52.77,protein_coding
EIF4G2,ENSG00000110321,10797050,10809110,-1,32,41.78,protein_coding
EIF4G3,ENSG00000075151,20806292,21176888,-1,14,39.36,protein_coding
EIF4H,ENSG00000106682,74174245,74197101,1,5,45.4,protein_coding
EIF4HP1,ENSG00000233830,27458163,27458849,-1,1,53.57,processed_pseudogene
EIF4HP2,ENSG00000237977,30902219,30902781,1,1,47.42,processed_pseudogene
EIF5,ENSG00000100664,103333544,103345025,1,21,44.94,protein_coding
EIF5A,ENSG00000132507,7306999,7312463,1,11,55.3,protein_coding
EIF5A2,ENSG00000163577,170888415,170908693,-1,5,38.29,protein_coding
EIF5A2P1,ENSG00000260576,72041194,72041653,-1,1,40.87,processed_pseudogene
EIF5AL1,ENSG00000253626,79512601,79516440,1,1,45.6,protein_coding
EIF5AP2,ENSG00000267679,78157403,78159135,1,1,54.59,processed_pseudogene
EIF5AP3,ENSG00000267346,45128569,45129030,1,1,52.81,processed_pseudogene
EIF5AP4,ENSG00000234743,80247219,80247683,-1,1,51.61,processed_pseudogene
EIF5B,ENSG00000158417,99337353,99401326,1,5,38.48,protein_coding
EIF5P1,ENSG00000215319,9818239,9819469,-1,1,40.62,processed_pseudogene
EIF5P2,ENSG00000275800,19496378,19497721,-1,1,43.75,unprocessed_pseudogene
EIF6,ENSG00000242372,35278911,35284985,-1,8,52.05,protein_coding
EIPR1,ENSG00000032389,3188925,3377882,-1,14,48.27,protein_coding
EIPR1-IT1,ENSG00000224885,3298341,3301465,-1,1,47.97,sense_intronic
ELAC1,ENSG00000141642,50967991,50988121,1,4,41.78,protein_coding
ELAC2,ENSG00000006744,12992391,13018187,-1,21,48.08,protein_coding
ELANE,"ENSG00000277571, ENSG00000197561","851006, 851014","856290, 856247",1,2,58.58,protein_coding
ELAVL1,ENSG00000066044,7958579,8005659,-1,5,52.21,protein_coding
ELAVL2,ENSG00000107105,23690104,23826337,-1,8,38.63,protein_coding
ELAVL3,ENSG00000196361,11451326,11481046,-1,4,53.1,protein_coding
ELAVL4,ENSG00000162374,50048014,50203786,1,11,40.1,protein_coding
ELDR,ENSG00000280890,55235965,55255635,-1,1,47.4,lincRNA
ELF1,ENSG00000120690,40932028,41061440,-1,5,38.8,protein_coding
ELF2,ENSG00000109381,139028112,139177218,-1,13,39.88,protein_coding
ELF2P3,ENSG00000232743,87816465,87817970,1,1,41.37,processed_pseudogene
ELF3,ENSG00000163435,202007945,202017188,1,10,54.78,protein_coding
ELF3-AS1,ENSG00000234678,201995696,202010463,-1,2,50.09,antisense
ELF4,ENSG00000102034,130064874,130110716,-1,4,51.76,protein_coding
ELF5,ENSG00000135374,34478793,34513805,-1,6,45.78,protein_coding
ELFN1,ENSG00000225968,1688119,1747954,1,2,55.76,protein_coding
ELFN1-AS1,ENSG00000236081,1738630,1742291,-1,2,60.9,lincRNA
ELFN2,ENSG00000166897,37367960,37427470,-1,7,58.58,protein_coding
ELK1,ENSG00000126767,47635521,47650604,-1,4,49.22,protein_coding
ELK1P1,ENSG00000234359,45391626,45392205,-1,1,63.79,processed_pseudogene
ELK2AP,"ENSG00000282360, ENSG00000213140","105673079, 105672308","105674085, 105673314",-1,1,68.22,processed_pseudogene
ELK2BP,"ENSG00000282219, ENSG00000234402",105546610,105549694,-1,1,59.64,unprocessed_pseudogene
ELK3,ENSG00000111145,96194382,96269835,1,6,45.11,protein_coding
ELK4,ENSG00000158711,205597556,205631962,-1,5,41.85,protein_coding
ELL,ENSG00000105656,18442663,18522127,-1,6,55.52,protein_coding
ELL2,ENSG00000118985,95885098,95962071,-1,8,38.17,protein_coding
ELL2P1,ENSG00000227295,158175850,158177755,-1,1,45.44,processed_pseudogene
ELL2P2,ENSG00000251051,132367786,132368479,-1,1,39.34,processed_pseudogene
ELL2P3,ENSG00000234765,68289679,68291280,-1,1,37.7,processed_pseudogene
ELL2P4,ENSG00000226388,146553728,146555765,1,1,38.47,processed_pseudogene
ELL3,ENSG00000128886,43772600,43777543,-1,8,51.92,protein_coding
ELMO1,ENSG00000155849,36854361,37449249,-1,19,41.67,protein_coding
ELMO1-AS1,ENSG00000224101,36997796,37013630,1,1,41.77,antisense
ELMO2,ENSG00000062598,46366049,46432985,-1,18,44.15,protein_coding
ELMO2P1,"ENSG00000276172, ENSG00000280500, ENSG00000281725","23083094, 23086215, 23087871","23121324, 23124800, 23126101",1,2,"41.12, 41.21",transcribed_unprocessed_pseudogene
ELMO3,ENSG00000102890,67199111,67204029,1,5,64.02,protein_coding
ELMOD1,ENSG00000110675,107591091,107666779,1,7,38.98,protein_coding
ELMOD2,ENSG00000179387,140524158,140553770,1,8,34.81,protein_coding
ELMOD3,ENSG00000115459,85354394,85391752,1,22,46.14,protein_coding
ELMSAN1,ENSG00000156030,73715122,73790285,-1,11,51.27,protein_coding
ELN,ENSG00000049540,74027789,74069907,1,34,54.95,protein_coding
ELN-AS1,ENSG00000232415,74059576,74062284,-1,1,58.91,antisense
ELOA,ENSG00000011007,23743155,23762059,1,4,45.7,protein_coding
ELOA-AS1,ENSG00000236810,23760382,23778287,-1,2,45.68,antisense
ELOA2,ENSG00000206181,47032572,47035621,-1,2,57.15,protein_coding
ELOA3,ENSG00000183791,47028202,47030078,-1,1,64.78,protein_coding
ELOA3B,ENSG00000278674,47022287,47023927,-1,1,63.92,protein_coding
ELOA3C,ENSG00000275553,46968695,46969912,-1,1,64.37,protein_coding
ELOA3D,ENSG00000274744,46962768,46964408,-1,1,63.92,protein_coding
ELOB,ENSG00000103363,2771414,2777297,-1,5,55.52,protein_coding
ELOBP1,ENSG00000234152,25365799,25366155,-1,1,60.78,processed_pseudogene
ELOBP2,ENSG00000255262,130032866,130033220,-1,1,63.1,processed_pseudogene
ELOBP3,ENSG00000232285,48780602,48780895,1,1,55.44,processed_pseudogene
ELOBP4,ENSG00000234167,34488583,34488878,-1,1,58.45,processed_pseudogene
ELOC,ENSG00000154582,73939169,73972287,-1,10,41.19,protein_coding
ELOCP10,ENSG00000234081,24006911,24007237,-1,1,36.09,processed_pseudogene
ELOCP11,ENSG00000227867,25991241,25991572,-1,1,39.46,processed_pseudogene
ELOCP12,ENSG00000230412,18068483,18068810,1,1,36.59,processed_pseudogene
ELOCP13,ENSG00000225716,18440797,18441125,1,1,36.47,processed_pseudogene
ELOCP14,ENSG00000228193,18787750,18788080,1,1,39.58,processed_pseudogene
ELOCP15,ENSG00000232029,22068820,22069151,1,1,39.46,processed_pseudogene
ELOCP16,ENSG00000227915,23678504,23678835,1,1,39.46,unprocessed_pseudogene
ELOCP17,ENSG00000232695,25860943,25861268,1,1,35.89,processed_pseudogene
ELOCP18,ENSG00000237622,68375327,68375663,-1,1,40.65,processed_pseudogene
ELOCP19,ENSG00000241975,88829102,88829419,1,1,42.14,processed_pseudogene
ELOCP2,ENSG00000259838,41557027,41557435,1,1,40.1,unprocessed_pseudogene
ELOCP20,ENSG00000229101,115556826,115557475,1,1,42.46,unprocessed_pseudogene
ELOCP21,ENSG00000226186,70955899,70956234,-1,1,41.07,processed_pseudogene
ELOCP22,ENSG00000255006,120619934,120620267,-1,1,43.41,processed_pseudogene
ELOCP23,ENSG00000224686,78488182,78488513,1,1,37.65,processed_pseudogene
ELOCP24,ENSG00000228410,155978992,155979325,-1,1,40.42,processed_pseudogene
ELOCP26,ENSG00000236599,18178932,18179260,-1,1,38.3,processed_pseudogene
ELOCP28,ENSG00000105694,2538112,2538754,1,1,48.83,processed_pseudogene
ELOCP29,ENSG00000267418,9182369,9183048,-1,1,48.68,processed_pseudogene
ELOCP3,ENSG00000229919,10174230,10174577,1,1,41.67,processed_pseudogene
ELOCP30,ENSG00000223746,43741437,43742350,-1,1,41.47,processed_pseudogene
ELOCP31,ENSG00000256021,21447545,21448314,-1,1,46.49,processed_pseudogene
ELOCP32,ENSG00000257465,117245551,117246164,-1,1,45.6,processed_pseudogene
ELOCP33,ENSG00000271278,39932454,39933561,1,1,47.47,processed_pseudogene
ELOCP34,ENSG00000270535,25662900,25663226,1,1,36.09,processed_pseudogene
ELOCP35,ENSG00000271595,17464879,17465214,-1,1,36.61,processed_pseudogene
ELOCP4,ENSG00000232924,9230915,9231247,1,1,37.54,processed_pseudogene
ELOCP5,"ENSG00000271123, ENSG00000285019",21631683,21632015,-1,1,38.74,processed_pseudogene
ELOCP6,ENSG00000225740,17837201,17837528,-1,1,36.59,processed_pseudogene
ELOCP7,ENSG00000230377,18532326,18532656,-1,1,39.58,processed_pseudogene
ELOCP8,ENSG00000234131,22517242,22517573,-1,1,39.46,processed_pseudogene
ELOCP9,ENSG00000231540,23808821,23809059,-1,1,37.66,processed_pseudogene
ELOF1,ENSG00000130165,11551147,11559236,-1,9,55.91,protein_coding
ELOVL1,ENSG00000066322,43363397,43368074,-1,16,58.74,protein_coding
ELOVL2,ENSG00000197977,10980759,11044314,-1,1,39.64,protein_coding
ELOVL2-AS1,ENSG00000230314,11043524,11078226,1,4,41.93,antisense
ELOVL3,ENSG00000119915,102226328,102229589,1,1,52.24,protein_coding
ELOVL4,ENSG00000118402,79914812,79947580,-1,1,36.66,protein_coding
ELOVL5,ENSG00000012660,53267398,53349179,-1,7,41.88,protein_coding
ELOVL6,ENSG00000170522,110045846,110199199,-1,8,39.87,protein_coding
ELOVL7,ENSG00000164181,60751791,60844389,-1,7,39.23,protein_coding
ELP1,ENSG00000070061,108867517,108934116,-1,4,39.91,protein_coding
ELP2,ENSG00000134759,36129444,36180556,1,28,40.55,protein_coding
ELP3,ENSG00000134014,28089673,28191156,1,19,40.16,protein_coding
ELP4,ENSG00000109911,31509700,31790328,1,29,35.79,protein_coding
ELP5,ENSG00000170291,7251416,7259940,1,15,51.3,protein_coding
ELP6,ENSG00000163832,47495640,47513761,-1,15,48.73,protein_coding
ELSPBP1,ENSG00000169393,47994651,48025153,1,6,44.6,protein_coding
EMB,ENSG00000170571,50396192,50443248,-1,5,36.85,protein_coding
EMBP1,ENSG00000231752,121519112,121575702,1,4,37.81,transcribed_unprocessed_pseudogene
EMC1,ENSG00000127463,19215664,19251552,-1,13,46.63,protein_coding
EMC10,ENSG00000161671,50476400,50490870,1,8,57.11,protein_coding
EMC2,ENSG00000104412,108443601,108486918,1,7,34.69,protein_coding
EMC3,ENSG00000125037,9962537,10011116,-1,5,44.9,protein_coding
EMC3-AS1,ENSG00000180385,9986893,10006990,1,6,43.98,transcribed_unprocessed_pseudogene
EMC4,ENSG00000128463,34224999,34230156,1,13,43.89,protein_coding
EMC6,ENSG00000127774,3668815,3669668,1,2,59.6,protein_coding
EMC7,ENSG00000134153,34084017,34101948,-1,4,39.72,protein_coding
EMC8,ENSG00000131148,85771758,85799608,-1,6,48.89,protein_coding
EMC9,"ENSG00000100908, ENSG00000285377","24138959, 24138958","24141588, 24141587",-1,7,53.54,protein_coding
EMCN,ENSG00000164035,100395341,100880126,-1,10,36.15,protein_coding
EMD,ENSG00000102119,154379197,154381523,1,9,62.14,protein_coding
EME1,ENSG00000154920,50373220,50381483,1,10,47.88,protein_coding
EME2,ENSG00000197774,1773207,1781708,1,6,64.06,protein_coding
EMG1,ENSG00000126749,6970893,6997428,1,6,45.53,protein_coding
EMID1,ENSG00000186998,29205851,29259597,1,11,52.65,protein_coding
EMILIN1,ENSG00000138080,27078567,27086408,1,2,61.63,protein_coding
EMILIN2,ENSG00000132205,2847030,2915993,1,3,47.46,protein_coding
EMILIN3,ENSG00000183798,41359966,41366827,-1,1,62.66,protein_coding
EML1,ENSG00000066629,99737693,99942060,1,21,45.19,protein_coding
EML2,ENSG00000125746,45606994,45645629,-1,31,52.69,protein_coding
EML2-AS1,ENSG00000267757,45641494,45642840,1,3,61.4,processed_transcript
EML3,ENSG00000149499,62602218,62612765,-1,18,57.83,protein_coding
EML4,ENSG00000143924,42169350,42332548,1,8,38.02,protein_coding
EML5,ENSG00000165521,88612431,88792752,-1,8,37.41,protein_coding
EML6,ENSG00000214595,54723499,54972025,1,9,40.81,protein_coding
EMP1,ENSG00000134531,13196716,13219939,1,12,44.22,protein_coding
EMP2,ENSG00000213853,10528422,10580698,-1,3,48.31,protein_coding
EMP3,ENSG00000142227,48321509,48330553,1,9,52.78,protein_coding
EMSY,ENSG00000158636,76444923,76553025,1,18,37.68,protein_coding
EMX1,ENSG00000135638,72916260,72936071,1,6,55.11,protein_coding
EMX2,ENSG00000170370,117542444,117549546,1,4,56.26,protein_coding
EMX2OS,ENSG00000229847,117473215,117545068,-1,7,47.72,antisense
EN1,ENSG00000163064,118842171,118847678,-1,2,58.19,protein_coding
EN2,ENSG00000164778,155458129,155464831,1,1,55.72,protein_coding
ENAH,ENSG00000154380,225486835,225653142,-1,9,38.55,protein_coding
ENAM,ENSG00000132464,70628744,70686816,1,4,38.1,protein_coding
ENC1,ENSG00000171617,74627406,74641424,-1,7,45.65,protein_coding
ENDOD1,ENSG00000149218,95089810,95132645,1,1,42.69,protein_coding
ENDOG,ENSG00000167136,128818474,128822677,1,1,61.54,protein_coding
ENDOU,ENSG00000111405,47709734,47725567,-1,4,48.95,protein_coding
ENDOV,ENSG00000173818,80415165,80438086,1,30,56.47,protein_coding
ENG,ENSG00000106991,127815012,127854756,-1,5,53.19,protein_coding
ENGASE,ENSG00000167280,79074939,79088599,1,10,58.4,protein_coding
ENHO,ENSG00000168913,34521040,34523041,-1,1,62.94,protein_coding
ENKD1,ENSG00000124074,67662945,67667265,-1,7,60.38,protein_coding
ENKUR,ENSG00000151023,24981979,25062279,-1,5,38.61,protein_coding
ENO1,ENSG00000074800,8861000,8879250,-1,17,50.23,protein_coding
ENO1-AS1,ENSG00000230679,8878835,8879894,1,1,59.53,antisense
ENO1P1,ENSG00000244457,236483165,236484468,1,1,51.69,transcribed_processed_pseudogene
ENO1P2,ENSG00000258739,92420860,92422735,1,1,43.23,transcribed_processed_pseudogene
ENO1P3,ENSG00000243986,124862094,124863317,-1,1,48.04,processed_pseudogene
ENO1P4,ENSG00000241790,201621646,201623430,-1,1,44.31,processed_pseudogene
ENO2,ENSG00000111674,6913745,6923698,1,14,55.33,protein_coding
ENO3,ENSG00000108515,4948092,4957131,1,17,58.22,protein_coding
ENO4,ENSG00000188316,116849512,116911788,1,5,40.84,protein_coding
ENOPH1,ENSG00000145293,82430562,82461091,1,4,43.17,protein_coding
ENOSF1,ENSG00000132199,670324,712676,-1,23,46.1,protein_coding
ENOX1,ENSG00000120658,43213518,43786908,-1,2,39.04,protein_coding
ENOX1-AS1,ENSG00000233821,43543918,43548056,1,1,42.04,lincRNA
ENOX1-AS2,ENSG00000238189,43458465,43459484,1,1,35.98,antisense
ENOX2,ENSG00000165675,130623369,130903317,-1,7,38.87,protein_coding
ENPEP,ENSG00000138792,110365733,110565285,1,5,38.57,protein_coding
ENPP1,ENSG00000197594,131808016,131895155,1,9,38.19,protein_coding
ENPP2,ENSG00000136960,119557086,119673453,-1,9,39.28,protein_coding
ENPP3,ENSG00000154269,131628442,131747418,1,7,38.13,protein_coding
ENPP4,ENSG00000001561,46129993,46146699,1,1,36.06,protein_coding
ENPP5,ENSG00000112796,46159187,46170971,-1,3,38.38,protein_coding
ENPP6,ENSG00000164303,184088706,184221230,-1,4,44.68,protein_coding
ENPP7,ENSG00000182156,79730919,79742222,1,2,57.71,protein_coding
ENPP7P1,ENSG00000249188,8154308,8216916,1,1,45.54,transcribed_unprocessed_pseudogene
ENPP7P10,ENSG00000249767,9079023,9141608,1,1,45.29,unprocessed_pseudogene
ENPP7P11,ENSG00000250942,9677308,9677934,1,1,49.92,processed_pseudogene
ENPP7P12,"ENSG00000254527, ENSG00000285452","12205759, 7743638","12206389, 7744268","-1, 1",1,"51.51, 51.82",processed_pseudogene
ENPP7P13,ENSG00000261580,33769421,33769679,1,1,65.25,processed_pseudogene
ENPP7P14,ENSG00000273963,5110793,5148685,-1,1,47.93,unprocessed_pseudogene
ENPP7P2,ENSG00000239959,75446769,75491202,-1,1,46.07,unprocessed_pseudogene
ENPP7P3,ENSG00000248618,130167790,130168030,-1,1,63.07,processed_pseudogene
ENPP7P4,ENSG00000241278,125848223,125909372,1,1,45.42,transcribed_unprocessed_pseudogene
ENPP7P5,ENSG00000256589,8254527,8308855,-1,1,46.14,unprocessed_pseudogene
ENPP7P6,ENSG00000255549,12448013,12511278,-1,1,45.37,transcribed_unprocessed_pseudogene
ENPP7P7,ENSG00000273819,67812557,67873367,-1,1,46.44,unprocessed_pseudogene
ENPP7P8,ENSG00000255319,71711740,71781183,1,3,45.89,transcribed_unprocessed_pseudogene
ENPP7P9,ENSG00000250476,3967034,3967660,-1,1,51.67,processed_pseudogene
ENSA,ENSG00000143420,150600851,150629612,-1,15,45.32,protein_coding
ENSAP1,ENSG00000224274,15619494,15619819,-1,1,51.84,processed_pseudogene
ENSAP2,ENSG00000259032,82692704,82693055,-1,1,53.12,processed_pseudogene
ENSAP3,ENSG00000177261,214697727,214698059,1,1,46.85,processed_pseudogene
ENTHD1,ENSG00000176177,39743044,39893864,-1,2,38.49,protein_coding
ENTPD1,ENSG00000138185,95711779,95869695,1,13,40.87,protein_coding
ENTPD1-AS1,ENSG00000226688,95753206,96090238,-1,12,39.46,antisense
ENTPD2,ENSG00000054179,137048098,137054045,-1,4,65.74,protein_coding
ENTPD3,ENSG00000168032,40387156,40428744,1,5,41.78,protein_coding
ENTPD3-AS1,ENSG00000223797,40313802,40453329,-1,4,41.22,antisense
ENTPD4,ENSG00000197217,23385783,23457695,-1,11,44.43,protein_coding
ENTPD5,ENSG00000187097,73958010,74019399,-1,8,44.47,protein_coding
ENTPD6,ENSG00000197586,25195693,25226729,1,18,50.79,protein_coding
ENTPD7,ENSG00000198018,99659506,99706240,1,2,40.08,protein_coding
ENTPD8,ENSG00000188833,137434364,137441816,-1,5,67.44,protein_coding
ENTR1,ENSG00000165689,136401922,136410609,-1,11,56.51,protein_coding
ENY2,ENSG00000120533,109334324,109345953,1,16,37.11,protein_coding
EOGT,ENSG00000163378,68975214,69013961,-1,10,41.82,protein_coding
EOMES,ENSG00000163508,27715949,27722711,-1,3,47.95,protein_coding
EP300,ENSG00000100393,41091786,41180079,1,12,42.33,protein_coding
EP300-AS1,ENSG00000231993,41174591,41197456,-1,1,46.31,antisense
